,r_key,out_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,week,hour,min
16,SDK-XJ_d5cdc900a15596a5b5a03474bb1db0e7,861661608018341,2018-03-12 21:37:07,2018-03-12 21:40:26,42.846321,93.553993,42.851166,93.545778,0,21,37
17,SDK-XJ_6a2c23333cea055f59f7dd505014a3ec,861661608018341,2018-03-12 21:50:38,2018-03-12 21:59:03,42.850914,93.545819,42.847109,93.553434,0,21,50
18,SDK-XJ_d4750776c96295fee5a7350478f26588,861661608018341,2018-03-13 10:13:36,2018-03-13 10:27:25,42.847086,93.553736,42.900749,93.50340600000001,1,10,13
19,SDK-XJ_af68bf3b5ffab8e33c7353cef12f040a,861661608018341,2018-03-13 19:26:06,2018-03-13 19:51:04,42.900729,93.503101,42.847229999999996,93.553569,1,19,26
20,SDK-XJ_62ff72e58259d094ca34a5aa8bcf1092,861661608018341,2018-03-14 10:09:46,2018-03-14 10:25:17,42.846776,93.554503,42.90062800000001,93.50332,2,10,9
21,SDK-XJ_79b8a33139285128a9f97ead5c249deb,861661608018341,2018-03-14 19:33:27,2018-03-14 19:48:27,42.900748,93.503073,42.84724,93.55354200000001,2,19,33
22,SDK-XJ_25a8c75056ee902a3a810abfefbed6dc,861661608018341,2018-03-15 10:01:35,2018-03-15 10:19:26,42.84715,93.55357099999999,42.90062800000001,93.50332399999999,3,10,1
23,SDK-XJ_d9dd5e08b25af029a5bca8bc13fafc7a,861661608018341,2018-03-15 14:29:25,2018-03-15 14:48:32,42.900738,93.503431,42.831595,93.49031,3,14,29
24,SDK-XJ_d2b75253688f2ac9d9f599dafc1a4536,861661608018341,2018-03-15 15:06:18,2018-03-15 15:37:43,42.831863,93.49029200000001,42.8316,93.4903,3,15,6
25,SDK-XJ_0acd88afd4da12f97ea958df2295e62b,861661608018341,2018-03-15 18:02:04,2018-03-15 18:07:31,42.83182100000001,93.490202,42.841101,93.484148,3,18,2
26,SDK-XJ_252f5be342df3a8190e40a92d949b0d0,861661608018341,2018-03-15 18:26:52,2018-03-15 18:48:29,42.841097999999995,93.484013,42.900727,93.50332399999999,3,18,26
27,SDK-XJ_d158da453e2bf2eab62224af8845e398,861661608018341,2018-03-15 19:46:35,2018-03-15 20:13:45,42.900727,93.50312199999999,42.847151000000004,93.55345799999999,3,19,46
28,SDK-XJ_44fc6d7635a4ce26b2c432ef35bc8b8c,861661608018341,2018-03-16 10:21:09,2018-03-16 10:38:14,42.847133,93.55366,42.90072,93.503362,4,10,21
29,SDK-XJ_87dce48a0aac705c2307829e0545ddfc,861661608018341,2018-03-16 21:40:22,2018-03-16 21:55:20,42.902358,93.500861,42.847053,93.553433,4,21,40
30,SDK-XJ_296fcb375b26cbb3f37c74eed79215a1,861661608018341,2018-03-17 10:08:46,2018-03-17 10:23:54,42.847122999999996,93.553403,42.900661,93.503338,5,10,8
31,SDK-XJ_2294cd5d6ad21b02637edc452d3a0fda,861661608018341,2018-03-17 19:37:31,2018-03-17 20:04:11,42.90075,93.503158,42.846995,93.553332,5,19,37
32,SDK-XJ_d2027063c6ad5c16944dd1f0837ed4fe,861661608018341,2018-03-18 09:56:24,2018-03-18 10:10:19,42.846958,93.554693,42.90064,93.50335,6,9,56
33,SDK-XJ_22238a1a9d0ff319e9513b4327e6bdb8,861661608018341,2018-03-18 20:13:55,2018-03-18 20:30:24,42.900736,93.50313,42.847103999999995,93.553511,6,20,13
34,SDK-XJ_8a38f08630e91e2885ff9002a95c3557,861661608018341,2018-03-19 09:41:25,2018-03-19 09:53:27,42.846919,93.55467,42.891067,93.50369,0,9,41
35,SDK-XJ_84a23ac86d365ecc97bc2443fbe47233,861661608018341,2018-03-19 20:46:10,2018-03-19 21:03:07,42.900799,93.503291,42.847147,93.55346800000001,0,20,46
36,SDK-XJ_33fe5f28d9891b8e2cefbeb95f78cd76,861661608018341,2018-03-20 09:50:07,2018-03-20 10:12:03,42.847066,93.55364,42.900635,93.503336,1,9,50
37,SDK-XJ_649e329c1e6d91232d66bb9d449b60f0,861661608018341,2018-03-20 20:09:16,2018-03-20 20:39:54,42.901088,93.50341800000001,42.847149,93.55345200000001,1,20,9
38,SDK-XJ_229c3de0ae73cb45d27dbfbe219df015,861661608018341,2018-03-21 09:12:28,2018-03-21 09:37:29,42.847086,93.554815,42.900616,93.503339,2,9,12
39,SDK-XJ_1f2e118bd9dc81b31126b35bc2ba3a01,861661608018341,2018-03-21 19:39:48,2018-03-21 20:05:00,42.900698,93.503121,42.831634,93.490429,2,19,39
40,SDK-XJ_fa1f7abab6ed9bdcc9fe32cc12cc2844,861661608018341,2018-03-21 21:29:32,2018-03-21 21:47:10,42.831763,93.490589,42.847132,93.553399,2,21,29
41,SDK-XJ_9bc3114ca8b104c430e92b4acb9f9de3,861661608018341,2018-03-21 22:08:21,2018-03-21 22:10:11,42.847088,93.553679,42.844595,93.552578,2,22,8
42,SDK-XJ_5bf99a1443d15ed11d88df01b6d03a36,861661608018341,2018-03-21 22:56:58,2018-03-21 22:58:45,42.844676,93.55244499999999,42.847208,93.55349100000001,2,22,56
43,SDK-XJ_286670aa3d22a1abb2dd80402037b20f,861661608018341,2018-03-22 09:42:19,2018-03-22 09:58:33,42.847045,93.553784,42.900617,93.50335799999999,3,9,42
44,SDK-XJ_ee9d56df2d09c28b0b38a99c09e11f19,861661608018341,2018-03-22 20:30:47,2018-03-22 20:47:23,42.900822999999995,93.503182,42.85122,93.55215799999999,3,20,30
45,SDK-XJ_ad1b73ac515d39c6eb626e0ee19116b5,861661608018341,2018-03-23 00:53:16,2018-03-23 00:55:36,42.850101,93.551797,42.847071,93.553497,4,0,53
46,SDK-XJ_bf3f70eddaf4fb267e8897b8a6f1278c,861661608018341,2018-03-23 10:05:49,2018-03-23 10:19:46,42.847037,93.554838,42.900667,93.503378,4,10,5
47,SDK-XJ_3a31dfbb01c08260aac930c3bbff1a40,861661608018341,2018-03-23 20:43:43,2018-03-23 21:00:53,42.900822,93.50313100000001,42.847157,93.553476,4,20,43
48,SDK-XJ_b9c63e7286affab251081ed4091abac9,861661608018341,2018-03-24 09:58:59,2018-03-24 10:14:05,42.847077,93.554854,42.900631,93.503338,5,9,58
49,SDK-XJ_a14811aa80b1d59a58670f7610a7389f,861661608018341,2018-03-24 20:22:44,2018-03-24 20:38:41,42.900831,93.503259,42.847234,93.553489,5,20,22
50,SDK-XJ_214ee46f338480edc9eb1f8d3a726ba6,861661608018341,2018-03-25 10:36:16,2018-03-25 10:50:26,42.846990999999996,93.55476,42.900665999999994,93.50334699999999,6,10,36
51,SDK-XJ_10f60f0328d2bd1d28be77cf52bd84a8,861661608018341,2018-03-25 20:11:04,2018-03-25 20:27:23,42.900727,93.503289,42.844038,93.551971,6,20,11
52,SDK-XJ_e7defca6d199eb4d2f4dd7e687465441,861661608018341,2018-03-25 20:40:53,2018-03-25 20:42:12,42.844642,93.552468,42.847174,93.553513,6,20,40
53,SDK-XJ_9b0aede2c78027dff22208198cf0c5a5,861661608018341,2018-03-26 09:42:52,2018-03-26 09:58:17,42.847116,93.553666,42.900675,93.503398,0,9,42
54,SDK-XJ_d339ecd04f461807ef9b016282be5595,861661608018341,2018-03-26 19:42:39,2018-03-26 19:51:21,42.901367,93.503428,42.900704,93.503424,0,19,42
55,SDK-XJ_69d99f02e3e70690a4b67453047d815a,861661608018341,2018-03-26 20:47:43,2018-03-26 21:01:24,42.900753,93.503102,42.847165000000004,93.553504,0,20,47
56,SDK-XJ_cac785848aeb01fd1efa7dc65c94c86b,861661608018341,2018-03-27 10:02:09,2018-03-27 10:18:12,42.847134999999994,93.55357,42.900686,93.503361,1,10,2
57,SDK-XJ_0dfa7554586608d467f7fa2696fcac26,861661608018341,2018-03-27 20:13:57,2018-03-27 20:30:48,42.900535,93.503431,42.847157,93.553507,1,20,13
58,SDK-XJ_52bf3ebc9e25b8f76565c2b88e54f1d3,861661608018341,2018-03-28 09:28:10,2018-03-28 09:42:46,42.847041,93.553625,42.900674,93.50335600000001,2,9,28
59,SDK-XJ_099eb9b44dd59c95758c48175c2aeb47,861661608018341,2018-03-28 20:41:17,2018-03-28 20:56:37,42.900833,93.503281,42.847101,93.55339000000001,2,20,41
60,SDK-XJ_15df9276e09353df1808867178d394f7,861661608018341,2018-03-29 09:29:06,2018-03-29 09:35:20,42.847079,93.553708,42.867063,93.561237,3,9,29
61,SDK-XJ_d3d4be489123379a11be8fb5ab87c9c9,861661608018341,2018-03-29 09:45:31,2018-03-29 09:55:17,42.867129,93.560941,42.900703,93.503352,3,9,45
62,SDK-XJ_e55a164df279bb2f05986607d2e40c2c,861661608018341,2018-03-29 20:46:32,2018-03-29 21:03:35,42.900842,93.50318299999999,42.847142,93.553462,3,20,46
63,SDK-XJ_cdb2256a6fb02c439c030b6eab11cb8d,861661608018341,2018-03-30 09:35:22,2018-03-30 09:52:27,42.846810999999995,93.554574,42.900665999999994,93.50338199999999,4,9,35
64,SDK-XJ_bd97ea4e23dcf153536a87aa45811eda,861661608018341,2018-03-30 20:36:44,2018-03-30 20:57:54,42.901047,93.503394,42.84712800000001,93.553434,4,20,36
65,SDK-XJ_d3ea6e8346a6d88f9a050e8285860c40,861661608018341,2018-03-31 09:37:11,2018-03-31 09:52:24,42.846934999999995,93.55468499999999,42.900681,93.50331899999999,5,9,37
66,SDK-XJ_cb45469f83df7e16dad012900fbe144a,861661608018341,2018-03-31 19:42:33,2018-03-31 19:54:44,42.900498,93.50301400000001,42.852819000000004,93.517524,5,19,42
67,SDK-XJ_b6d340ff0c185f8492f22a48693b837c,861661608018341,2018-03-31 22:44:54,2018-03-31 23:05:59,42.85262,93.517776,42.847182000000004,93.553498,5,22,44
68,SDK-XJ_ea2e61d1fda51d533cbfa216b5f63f38,861661608018341,2018-04-01 09:50:55,2018-04-01 10:07:01,42.847103000000004,93.55362099999999,42.900703,93.50340200000001,6,9,50
69,SDK-XJ_7bb05a6ce1ad5f73366b168d28010a80,861661608018341,2018-04-02 09:56:49,2018-04-02 10:12:43,42.847106,93.553626,42.900662,93.503344,0,9,56
70,SDK-XJ_5d598001358a615f76a503a22b00643a,861661608018341,2018-04-02 20:00:28,2018-04-02 20:20:25,42.900892999999996,93.503251,42.847153999999996,93.553505,0,20,0
71,SDK-XJ_562c39bb4ec9891823a7924266fbd24f,861661608018341,2018-04-03 09:30:05,2018-04-03 09:38:00,42.847024,93.553629,42.833364,93.540766,1,9,30
72,SDK-XJ_ed77fcbbdeedc274ccb2162c3cc84ed5,861661608018341,2018-04-03 10:09:06,2018-04-03 10:29:29,42.833529,93.540667,42.900674,93.503309,1,10,9
73,SDK-XJ_5616709f51cb7400b81fc3ad41e84135,861661608018341,2018-04-03 20:24:44,2018-04-03 20:41:32,42.900822,93.50322,42.847116,93.55345799999999,1,20,24
74,SDK-XJ_a386f9962034db84fa0b64cba141f22b,861661608018341,2018-04-04 09:13:35,2018-04-04 09:30:12,42.846996000000004,93.55376899999999,42.900644,93.503325,2,9,13
75,SDK-XJ_16698871917a82c05404ec05450a2763,861661608018341,2018-04-04 17:43:26,2018-04-04 17:44:27,42.901201,93.500233,42.900742,93.503371,2,17,43
76,SDK-XJ_d989aad06deba9d3cbf69a2e9c1fcab7,861661608018341,2018-04-04 18:24:59,2018-04-04 18:40:12,42.900813,93.503226,42.84702,93.553411,2,18,24
77,SDK-XJ_4d64c55827647a38021a00a1a6354aef,861661608018341,2018-04-05 10:51:00,2018-04-05 11:09:11,42.847001,93.553239,42.900733,93.503341,3,10,51
78,SDK-XJ_0fbbad4f6f069370a5fa062024431031,861661608018341,2018-04-05 20:13:12,2018-04-05 20:30:27,42.90051,93.502859,42.847241,93.55351,3,20,13
79,SDK-XJ_7897754a2199c8f30a5bfda0c2da8810,861661608018341,2018-04-06 10:10:35,2018-04-06 10:25:23,42.847095,93.553729,42.900701,93.503384,4,10,10
80,SDK-XJ_fd16fd91327776a058f9531e30371ca3,861661608018341,2018-04-06 20:12:10,2018-04-06 20:28:30,42.900814000000004,93.50316099999999,42.847037,93.553438,4,20,12
81,SDK-XJ_492fcbf0dabfe2ea763c368ee3999982,861661608018341,2018-04-07 09:23:04,2018-04-07 09:37:24,42.84686,93.554639,42.900678000000006,93.503374,5,9,23
82,SDK-XJ_29b02ed016fb69ea519a53f5255b0811,861661608018341,2018-04-07 14:42:54,2018-04-07 15:04:26,42.900788,93.50312199999999,42.900831,93.503376,5,14,42
83,SDK-XJ_e46ff6722aa40bbdcd970061923a969e,861661608018341,2018-04-07 20:35:34,2018-04-07 20:51:10,42.900836,93.503152,42.847102,93.55344000000001,5,20,35
84,SDK-XJ_40b900fd2866d6d959a2e6c8c4b5102d,861661608018341,2018-04-08 10:08:09,2018-04-08 10:21:36,42.846918,93.55376,42.900776,93.503483,6,10,8
85,SDK-XJ_c561cd64b7301f70047f250227969ce0,861661608018341,2018-04-08 20:20:59,2018-04-08 20:37:45,42.900671,93.503005,42.847127,93.553483,6,20,20
86,SDK-XJ_418808fd46ce15a05d03273561d32009,861661608018341,2018-04-09 09:39:25,2018-04-09 09:53:31,42.847017,93.55358299999999,42.90071500000001,93.503374,0,9,39
87,SDK-XJ_50cc84e973bd7ec5f4da3c9b8860dd11,861661608018341,2018-04-09 19:56:23,2018-04-09 20:08:09,42.900754,93.503123,42.862629,93.56589100000001,0,19,56
88,SDK-XJ_42305cb4333f6e1b8a3c3f9d988688fd,861661608018341,2018-04-09 20:31:04,2018-04-09 20:38:03,42.862704,93.566071,42.847108,93.553441,0,20,31
89,SDK-XJ_12ca8d01651bc7df6de91e5e913c4d30,861661608018341,2018-04-10 10:08:45,2018-04-10 10:24:20,42.847065,93.553612,42.900684999999996,93.503345,1,10,8
90,SDK-XJ_573c13034a9a0d5891c4db16d30dd59e,861661608018341,2018-04-10 20:27:41,2018-04-10 20:42:36,42.900869,93.50317199999999,42.847137,93.55345200000001,1,20,27
91,SDK-XJ_15a153cd0dd8632b5c3c5c29df12bdc3,861661608018341,2018-04-11 09:42:05,2018-04-11 09:55:13,42.84687,93.554581,42.900707000000004,93.50334000000001,2,9,42
92,SDK-XJ_acd137ff1f79906f059d4433b345e8ff,861661608018341,2018-04-11 19:55:44,2018-04-11 20:20:01,42.900845000000004,93.50317199999999,42.84707,93.553457,2,19,55
93,SDK-XJ_659337d812657ffa85b9b4d4c89b88df,861661608018341,2018-04-12 08:58:08,2018-04-12 09:01:58,42.846453000000004,93.55408,42.844738,93.54012,3,8,58
94,SDK-XJ_92ab6a667ae85667f4042f6d00e4f8e6,861661608018341,2018-04-12 09:19:08,2018-04-12 09:33:19,42.845310999999995,93.540616,42.90068,93.50336999999999,3,9,19
95,SDK-XJ_a78af84ae7f95f29c6b13bc0a2884d44,861661608018341,2018-04-12 21:04:40,2018-04-12 21:19:44,42.900861,93.503167,42.847084,93.553514,3,21,4
96,SDK-XJ_f84ceb37e65663273ea627c6dab91140,861661608018341,2018-04-12 21:46:11,2018-04-12 21:55:22,42.846705,93.554402,42.851164000000004,93.545066,3,21,46
97,SDK-XJ_f5585939f98980c03566beeea5dd6a19,861661608018341,2018-04-13 09:28:42,2018-04-13 09:43:26,42.851405,93.54569000000001,42.900684999999996,93.503346,4,9,28
98,SDK-XJ_9baad280b4f1b9e87bfa3a0495e2faf1,861661608018341,2018-04-13 20:39:20,2018-04-13 21:03:38,42.901032,93.503398,42.847163,93.553546,4,20,39
99,SDK-XJ_ca2f22588b24d7b4347cfa15cf3304bd,861661608018341,2018-04-14 09:03:11,2018-04-14 09:17:52,42.846914,93.554722,42.900679,93.503396,5,9,3
100,SDK-XJ_8d9876d694e8a95daabfa442b2b2e7fe,861661608018341,2018-04-14 21:08:40,2018-04-14 21:23:20,42.900745,93.503116,42.847127,93.553448,5,21,8
101,SDK-XJ_28079b9d746cab1b82a48c3a005c6d41,861661608018341,2018-04-15 13:15:52,2018-04-15 13:31:11,42.846989,93.55336899999999,42.900737,93.503354,6,13,15
102,SDK-XJ_ac3831e8fbc51ed6136e0a2cee7b54f2,861661608018341,2018-04-15 13:48:09,2018-04-15 14:16:36,42.900751,93.503087,42.831682,93.490383,6,13,48
103,SDK-XJ_f6c72cd34ba4b0b4fa9cd75895556258,861661608018341,2018-04-15 17:15:13,2018-04-15 17:27:16,42.831755,93.49054,42.84285,93.514488,6,17,15
104,SDK-XJ_735d67324f00aa11e912baf8830297ce,861661608018341,2018-04-15 18:44:26,2018-04-15 18:58:06,42.842938000000004,93.514554,42.847172,93.553484,6,18,44
105,SDK-XJ_a6e38aaaa1565d3fa7cc9821e3cd8599,861661608018341,2018-04-16 10:05:36,2018-04-16 10:21:59,42.847077,93.553625,42.900709,93.50336999999999,0,10,5
106,SDK-XJ_3ecffc84618da524fd6e5a4c137f7f1e,861661608018341,2018-04-19 09:31:12,2018-04-19 09:47:01,42.846762,93.554535,42.900693,93.50336800000001,3,9,31
107,SDK-XJ_e7d001fcd43473465378978f56c244ac,861661608018341,2018-04-19 20:44:07,2018-04-19 20:59:42,42.900822,93.503259,42.847194,93.55349,3,20,44
108,SDK-XJ_61a7c460c6e03a669a33ed904ff79c07,861661608018341,2018-04-20 09:36:55,2018-04-20 09:54:20,42.846987,93.55386999999999,42.900679,93.503366,4,9,36
109,SDK-XJ_8cbb5d102e099d3d78ecdb1e9c39ec41,861661608018341,2018-04-20 20:16:21,2018-04-20 20:32:50,42.900833,93.503199,42.847103999999995,93.553466,4,20,16
110,SDK-XJ_91ab427179c836a3a8a7f1b084098cf5,861661608018341,2018-04-21 09:26:06,2018-04-21 09:40:48,42.846815,93.554571,42.900667,93.503352,5,9,26
111,SDK-XJ_6b0ba009842ac70cf79ca78978b5a4a8,861661608018341,2018-04-21 20:05:54,2018-04-21 20:29:11,42.900754,93.503074,42.847169,93.55351800000001,5,20,5
112,SDK-XJ_178ef3b772d78aef872adba2742cc284,861661608018341,2018-04-22 09:47:46,2018-04-22 10:02:16,42.847099,93.55363100000001,42.900712,93.503331,6,9,47
113,SDK-XJ_33384aeb84ba0666a63b1297340b1886,861661608018341,2018-04-22 20:34:56,2018-04-22 20:52:43,42.900802,93.503137,42.847213,93.55346800000001,6,20,34
114,SDK-XJ_f5b7a30b0bf3b7570b041ebc8bdcee78,861661608018341,2018-04-23 09:36:37,2018-04-23 09:52:35,42.847071,93.55364499999999,42.90071,93.503364,0,9,36
115,SDK-XJ_31278f830e2c2ab64f652564677fcce0,861661608018341,2018-04-23 21:16:33,2018-04-23 21:33:42,42.900797999999995,93.503155,42.847120000000004,93.553501,0,21,16
116,SDK-XJ_5ffe91ab4f4317a254a9106af882bb67,861661608018341,2018-04-24 10:28:28,2018-04-24 10:43:06,42.847082,93.55374499999999,42.900693,93.503361,1,10,28
117,SDK-XJ_82470c07044f3232c201f3573b53f4f5,861661608018341,2018-04-24 20:09:14,2018-04-24 20:20:25,42.9008,93.503344,42.900715999999996,93.503443,1,20,9
118,SDK-XJ_b532f711b18a42ef7e48c2e3ebc1565e,861661608018341,2018-04-24 20:52:58,2018-04-24 21:11:47,42.900801,93.50314300000001,42.847112,93.553529,1,20,52
119,SDK-XJ_261d38e8f97d951ddf0e7738d7ab3b76,861661608018341,2018-04-25 09:33:47,2018-04-25 09:50:19,42.847035,93.554796,42.90071,93.503392,2,9,33
120,SDK-XJ_45cf52a02b663cce583edbb63d68ae0a,861661608018341,2018-04-25 20:23:38,2018-04-25 20:39:13,42.900816999999996,93.503132,42.847198,93.553529,2,20,23
121,SDK-XJ_f5469715dcdd569579bd9202ef07756f,861661608018341,2018-04-26 09:27:23,2018-04-26 09:42:06,42.847091,93.55360999999999,42.900724,93.50336300000001,3,9,27
122,SDK-XJ_ba98122ce53361f287186ccd36a6abca,861661608018341,2018-04-26 21:05:57,2018-04-26 21:22:36,42.900856,93.503201,42.847134999999994,93.553494,3,21,5
123,SDK-XJ_5d6977bbbfe34e6de5da6162e7cab12c,861661608018341,2018-04-27 09:55:16,2018-04-27 10:11:08,42.847034,93.553719,42.900734,93.503366,4,9,55
124,SDK-XJ_f8e54928246c68aeb5fcba6625e01d7d,861661608018341,2018-04-27 15:19:31,2018-04-27 15:21:40,42.900824,93.503119,42.897845000000004,93.498811,4,15,19
125,SDK-XJ_ade8e640c13defa27e380ede02f3bc59,861661608018341,2018-04-27 20:36:40,2018-04-27 21:02:13,42.897643,93.498919,42.846779,93.554148,4,20,36
126,SDK-XJ_c37a836b3c2ab947b651659e3c045575,861661608018341,2018-04-28 09:58:14,2018-04-28 10:12:45,42.846971,93.55475899999999,42.90068,93.503398,5,9,58
127,SDK-XJ_a2777f565acbdbb864ce920d41240414,861661608018341,2018-04-28 12:04:09,2018-04-28 12:05:35,42.900826,93.50307600000001,42.898119,93.499593,5,12,4
128,SDK-XJ_5d3f490ff114cd23dcaf050f11072722,861661608018341,2018-04-28 20:01:46,2018-04-28 20:14:26,42.897819,93.499365,42.877169,93.448039,5,20,1
129,SDK-XJ_0dc3ea5bfa543505b0dcd52c7a6eaa42,861661608018341,2018-04-28 20:51:55,2018-04-28 20:57:26,42.87717,93.447749,42.86163300000001,93.445776,5,20,51
130,SDK-XJ_d057a130daa8f08a533b967a972cb51e,861661608018341,2018-04-28 22:54:45,2018-04-28 23:15:24,42.861302,93.448024,42.847111,93.553434,5,22,54
131,SDK-XJ_239bd08929d63db8a6016886dd5bdd03,861661608018341,2018-04-29 09:48:36,2018-04-29 10:02:03,42.846957,93.55372,42.900707000000004,93.503338,6,9,48
132,SDK-XJ_15fb99a5de3718700091eaff23fd1411,861661608018341,2018-04-29 20:40:49,2018-04-29 20:56:48,42.900678000000006,93.503055,42.847173,93.553472,6,20,40
133,SDK-XJ_a5447284d605d1120ea8384a2dd746e2,861661608018341,2018-04-30 10:12:41,2018-04-30 10:27:29,42.84689,93.554645,42.900688,93.503388,0,10,12
134,SDK-XJ_7b4b9a052a5d5c750a11e8eacb64dc33,861661608018341,2018-04-30 21:09:31,2018-04-30 21:27:46,42.900859999999994,93.503101,42.847132,93.553476,0,21,9
135,SDK-XJ_93dfc8b031803194e8b003d0efe7e5d7,861661608018341,2018-05-01 10:22:34,2018-05-01 10:36:34,42.846877,93.554625,42.900736,93.503345,1,10,22
136,SDK-XJ_a945b45ff5b1bee078fbbb1ec3c091f7,861661608018341,2018-05-01 19:55:13,2018-05-01 20:21:31,42.900805,93.503179,42.84713,93.553478,1,19,55
137,SDK-XJ_6b96d8e38a8daddc31d6ed25c3a456f1,861661608018341,2018-05-02 10:01:14,2018-05-02 10:19:11,42.846986,93.55476999999999,42.900738,93.503388,2,10,1
138,SDK-XJ_11953d80b32fdf9e66e69d408b68554b,861661608018341,2018-05-02 20:36:32,2018-05-02 21:11:33,42.900729999999996,93.503232,42.847064,93.553438,2,20,36
139,SDK-XJ_bab954694afe8ef3bfebf12e6223f382,861661608018341,2018-05-03 08:33:04,2018-05-03 08:48:27,42.846995,93.554778,42.900703,93.50341800000001,3,8,33
140,SDK-XJ_2af0ba5dcdb28ba1d2ceca5e1bdd53cf,861661608018341,2018-05-03 20:16:11,2018-05-03 20:29:54,42.900757,93.50309399999999,42.861644,93.445737,3,20,16
141,SDK-XJ_84a5996a1f5b0070a08a0d0791611508,861661608018341,2018-05-03 22:00:35,2018-05-03 22:18:35,42.86154000000001,93.445818,42.846835,93.554211,3,22,0
142,SDK-XJ_d0d4e782321a5ce492423c43e7155378,861661608018341,2018-05-04 09:35:38,2018-05-04 09:49:35,42.847074,93.554812,42.900696,93.503365,4,9,35
143,SDK-XJ_c0a7eb34bf98ac5683479f764fc244cb,861661608018341,2018-05-04 21:15:54,2018-05-04 21:32:13,42.900791,93.503093,42.847202,93.5535,4,21,15
144,SDK-XJ_8adb9cd57aa2b1d5e796e26e1869dcb5,861661608018341,2018-05-05 10:00:14,2018-05-05 10:17:27,42.847096,93.553728,42.900687,93.503343,5,10,0
145,SDK-XJ_9d46fa52bbd095eebc6fe10ae7ab54cd,861661608018341,2018-05-05 20:55:38,2018-05-05 21:11:01,42.900524,93.502892,42.847184999999996,93.55350899999999,5,20,55
146,SDK-XJ_e79a1b30eaa6d84c2c0a4eef8c741724,861661608018341,2018-05-06 10:00:20,2018-05-06 10:18:20,42.846947,93.55375,42.900698,93.503338,6,10,0
147,SDK-XJ_094b43662ced5c5b7b54a0ff40a8f45c,861661608018341,2018-05-06 11:49:11,2018-05-06 12:03:01,42.900728,93.503022,42.855078000000006,93.48464799999999,6,11,49
148,SDK-XJ_20e6036540363b01fd43aa2e19da880e,861661608018341,2018-05-06 16:14:49,2018-05-06 16:41:59,42.854744000000004,93.485163,42.900659999999995,93.503345,6,16,14
149,SDK-XJ_97da0510204defdacb98d98cf87b67a2,861661608018341,2018-05-06 21:46:31,2018-05-06 22:02:01,42.900533,93.502937,42.847147,93.553488,6,21,46
